z, A, lambda, tau
2.8911672998038256,-6.677735882924207,1.8945140689723443e6,0.006459759829742964
2.8733402410516984,-6.577735882924207,1.6229850244542728e6,0.006275498166904004
2.8553988229325302,-6.4777358829242075,1.390297529909325e6,0.006095097291854113
2.8373409418108597,-6.377735882924207,1.190904213222411e6,0.005918497922216853
2.8191643961711073,-6.277735882924207,1.020047682779873e6,0.005745641504020037
2.800866924419118,-6.177735882924207,873652.1793467676,0.005576470202387425
2.7824462437098445,-6.077735882924207,748223.0794409116,0.0054109268921134065
2.7639000040437027,-5.9777358829242075,640762.7765867685,0.005248955147906995
2.7452257360552723,-5.877735882924208,548700.9843218887,0.00509049923425763
2.726420887007027,-5.777735882924207,469836.0540173363,0.004935504094766558
2.7074828823109938,-5.677735882924208,402280.46741166635,0.004783915341271598
2.6884090721316705,-5.577735882924207,344415.45536748855,0.004635679242399786
2.669196657861187,-5.4777358829242075,294853.2769651514,0.0044907427114614495
2.6498427236971613,-5.377735882924208,252405.44179906396,0.00434905329344658
2.630344329814566,-5.277735882924207,216053.14366688795,0.004210559151676013
2.6106984909670548,-5.177735882924208,184922.81408436142,0.004075209053493706
2.5909019509259776,-5.077735882924207,158265.72081372145,0.003942952354856697
2.570951453260129,-4.9777358829242075,135440.75735469392,0.0038137389834982894
2.550843637879436,-4.877735882924208,115898.41060431214,0.003687519421529575
2.53057497656905,-4.777735882924207,99167.60817951601,0.0035642446864787786
2.5101417476216756,-4.677735882924208,84844.6951224842,0.0034438663105362624
2.4895401650029676,-4.577735882924207,72584.10756418719,0.0033263363176433873
2.46876633959548,-4.4777358829242075,62089.68699543264,0.003211607199676312
2.4478161427011846,-4.377735882924208,53107.61013576865,0.0030996318901646554
2.4266851843209523,-4.277735882924207,45420.44113048141,0.002990363735168078
2.4053689983732056,-4.177735882924208,38842.07214056676,0.0028837564610761615
2.3838630066922377,-4.077735882924207,33213.02499817613,0.002779764140958361
2.3621622829557474,-3.9777358829242075,28396.653041943817,0.002678341157173726
2.3402615227868973,-3.8777358829242075,24275.93688294313,0.002579442159662142
2.3181553331792424,-3.7777358829242074,20750.735704198676,0.002483022020159926
2.2958381868892976,-3.6777358829242073,17735.251551600108,0.002389035784143052
2.273304028338347,-3.577735882924207,15155.989622616467,0.002297438617399725
2.2505462362488142,-3.4777358829242075,12950.034717538114,0.0022081857465412833
2.2275580950517826,-3.3777358829242075,11063.555368729685,0.0021212323946891813
2.2043327204546497,-3.2777358829242074,9450.43951541759,0.0020365337138491895
2.1808623766538426,-3.1777358829242073,8071.199191004666,0.0019540447102825032
2.1571384818337016,-3.077735882924207,6892.044630503931,0.001873720162818144
2.13315234609162,-2.9777358829242075,5884.068835431539,0.0017955145366006968
2.1088950904908277,-2.8777358829242075,5022.516389174251,0.001719381893013082
2.0843558100222435,-2.7777358829242074,4286.195133700109,0.0016452757924659445
2.059524030136515,-2.6777358829242073,3656.979154946749,0.0015731491935248808
2.0343875094087007,-2.577735882924207,3119.363726604436,0.0015029543504373759
2.0089331042641474,-2.4777358829242075,2660.075275711223,0.0014346427102156618
1.9831468450418477,-2.3777358829242075,2267.7552227100878,0.001368164809548923
1.9570137152444769,-2.2777358829242074,1932.6931291752,0.0013034701870256826
1.9305163657604183,-2.1777358829242073,1646.5837865009307,0.0012405073038502417
1.903636070406236,-2.077735882924207,1402.3201567131855,0.0011792234836508527
1.8763530020279529,-1.9777358829242075,1193.8234115234518,0.0011195648869634825
1.8486454811866029,-1.877735882924207,1015.8993748202868,0.0010614765657503712
1.8204887047867784,-1.7777358829242074,864.1068058247552,0.0010049025739101297
1.7918559791338229,-1.6777358829242077,734.6471832650222,0.0009497861395740708
1.762719506378783,-1.5777358829242072,624.2706998655294,0.0008960699478674702
1.7330488581772148,-1.4777358829242075,530.2029923811072,0.0008436968760439741
1.702811309406215,-1.377735882924207,450.0756679105824,0.0007926108023903757
1.6719717519360593,-1.2777358829242074,381.86205873595316,0.0007427576898365353
1.6404938490932537,-1.1777358829242068,323.82964034874533,0.0006940870539784326
1.6083418552081774,-1.0777358829242072,274.49637382791695,0.0006465539352011309
1.575487533182116,-0.9777358829242075,232.59738348419603,0.0006001223949166628
1.5419016324823804,-0.877735882924207,197.05329337963786,0.0005547691892729915
1.5075617250585616,-0.7777358829242074,166.93935023283814,0.00051048758695903
1.4724526455657463,-0.6777358829242068,141.46322817934552,0.00046729279995724076
1.4365833942345514,-0.5777358829242072,119.94686538941386,0.0004252281299864342
1.3999785068172077,-0.47773588292420754,101.8087644232078,0.00038437071288940856
1.3626932322569143,-0.37773588292420757,86.54961450858372,0.00034483630479334904
1.3248200529686054,-0.27773588292420753,73.74000133318229,0.0003067820123206328
1.286488003142093,-0.1777358829242075,63.01005750259415,0.0002704049811699671
1.2478728891627977,-0.07773588292420752,54.041115452447286,0.00023593349197477813
1.209188749799102,0.022264117075792456,46.558341135827,0.00020361436492190126
1.170700748122064,0.12226411707579254,40.324675360345,0.00017368883515632893
1.1326723767149556,0.22226411707579252,35.136150713933375,0.00014636655582778578
1.0953646020338539,0.3222641170757925,30.818204211414535,0.00012180314313949745
1.0590615476855927,0.4222641170757925,27.22205360704904,0.000100078026886632
1.0240103772544433,0.5222641170757925,24.221557697827592,0.00008118018696367973
0.990460103078636,0.6222641170757925,21.7107700813043,0.0000650106832585881
0.9585414674163477,0.7222641170757926,19.60141717769069,0.000051395533357363685
0.9283802615398784,0.8222641170757925,17.820649561827345,0.00004010607531387662
0.9000363989736773,0.9222641170757926,16.3088162429819,0.00003087974655883136
0.87355084904123,1.0222641170757925,15.017286333501342,0.00002344052111035937
0.8488853533771614,1.1222641170757925,13.906623404283792,0.000017517350036163085
0.8260094015396025,1.2222641170757926,12.944858925441544,0.00001285891486376479
0.8048634891254327,1.3222641170757925,12.106212585927453,9.238546730948077e-6
0.7853744248763199,1.4222641170757926,11.369989049221141,6.456722295194879e-6
0.7674523235477686,1.5222641170757925,10.719477475890713,4.3435298129038605e-6
0.7509975407438247,1.6222641170757925,10.141046592247433,2.758719619188509e-6
0.7359133623261371,1.7222641170757926,9.62361851500777,1.5867946180890324e-6
0.7221059342598632,1.8222641170757927,9.15814399061831,7.341914456088851e-7
0.7094925757232335,1.9222641170757928,8.737228626847166,1.262199535506947e-7
0.697955931587499,2.0222641170757925,8.354777185701728,-2.961216227863735e-7
0.6874358922451762,2.1222641170757925,8.005708253944182,-5.790717537434387e-7
0.6778437974049716,2.2222641170757926,7.685782296058777,-7.585713179586726e-7
0.6691016725243699,2.3222641170757927,7.391442746595469,-8.622694899774767e-7
0.661141125408161,2.422264117075793,7.119692432249204,-9.112004371641675e-7
0.6538921621384848,2.5222641170757925,6.867980103857412,-9.213501684166637e-7
0.6472981659936448,2.6222641170757925,6.634125386875742,-9.047333839839675e-7
0.6413016895309642,2.7222641170757926,6.416255897623383,-8.702822406924348e-7
0.6358484566873308,2.8222641170757927,6.212754416430671,-8.245753361026367e-7
0.630892362414901,2.922264117075793,6.022216882095204,-7.724010379213501e-7
0.6263898436390765,3.0222641170757925,5.843418680463858,-7.17189079996553e-7
0.6222999707454591,3.1222641170757925,5.6752864101296465,-6.613549450705403e-7
0.6185853582968175,3.2222641170757926,5.516875295806267,-6.065554886927625e-7
0.6152117076746038,3.3222641170757927,5.367350602773985,-5.538834201134105e-7
0.6121505272413899,3.422264117075793,5.225971538248804,-5.040248118807845e-7
0.6093699931494623,3.5222641170757925,5.0920783643639895,-4.5737027856210576e-7
0.606849062145784,3.622264117075793,4.965081818930035,-4.1409620141294446e-7
0.6045640745914156,3.7222641170757926,4.844453585810853,-3.7423266945801695e-7
0.6024853978930444,3.8222641170757923,4.729718504855496,-3.377104007844243e-7
0.600601952509777,3.922264117075793,4.620448125222413,-3.043936372508952e-7
0.5988942035735771,4.0222641170757925,4.516255079972953,-2.741052650922455e-7
0.5973455281894822,4.122264117075793,4.416788086290306,-2.4664634374571994e-7
0.5959407480720902,4.222264117075793,4.321727867554415,-2.218080375238206e-7
0.5946671610978651,4.322264117075793,4.230783612183482,-1.993802258114222e-7
0.5935124794104123,4.422264117075793,4.143689777055024,-1.7915797128380728e-7
0.5924659901485718,4.5222641170757925,4.06020338643524,-1.6094527662119452e-7
0.5915158765123731,4.622264117075793,3.980101701671974,-1.445573025551715e-7
0.5906568256521822,4.722264117075793,3.9031801120903578,-1.2982176964839675e-7
0.5898778870436718,4.822264117075793,3.829250320384074,-1.1657943488178945e-7
0.5891717334002351,4.922264117075793,3.7581387416873135,-1.0468406040802816e-7
